c this is a generated file
p cnf 4400 20000
-1690 1835 -76 -2890 0
621 3954 -575 -2952 0
-251 -1772 550 -729 0
2710 -181 2 3114 0
-753 -3237 -89 -3458 0
2592 -2391 2228 1305 0
1845 3609 3772 351 0
-1830 -3907 -1236 3920 0
-2854 -982 2305 4273 0
-2402 -3699 2050 -4367 0
3696 -3340 677 3386 0
-3727 475 830 236 0
1388 2057 -2792 95 0
-4 -4377 -3720 1910 0
904 2137 1855 -724 0
-3614 2850 770 3802 0
3711 -43 1749 -3685 0
-1940 -441 271 1564 0
3723 3824 -1412 -598 0
-486 870 -2536 1156 0
-320 1686 -1925 3092 0
-1077 -1354 -2169 1874 0
-1416 -460 1600 4073 0
812 -3175 -1628 671 0
-403 -3595 3565 -2443 0
2887 -4013 681 949 0
4063 1984 1022 4243 0
1552 1999 2830 -4262 0
-248 -1957 -161 -795 0
-493 -3297 -60 -1218 0
1150 -3159 2723 1207 0
3027 -899 -1565 3926 0
3936 -1601 3199 4326 0
-992 -2555 -1002 3742 0
2972 3553 4328 475 0
3324 -1132 3478 125 0
-2016 3034 2452 -1414 0
3479 -1084 -2962 -4004 0
4295 -2092 2221 -1876 0
2849 3180 3448 -825 0
-2941 1885 1198 2406 0
2326 -2649 2976 -3885 0
2462 -3807 1079 4067 0
-964 -760 -1087 -1213 0
-1610 -615 1281 4127 0
1168 -2062 903 -3948 0
-3064 3641 -3033 -4338 0
4380 4373 39 -3705 0
1135 1003 -3036 4179 0
-3868 -3346 266 1258 0
4048 -2388 396 2117 0
-1789 -3595 3287 -482 0
39 783 1443 -4207 0
-1461 3428 -91 2385 0
1632 74 -3383 -1740 0
1702 2700 3187 3607 0
-505 637 763 3639 0
901 -1446 440 -4021 0
-266 -2639 -3167 3902 0
919 -1580 -3912 -130 0
1594 -2142 -3571 4194 0
-3735 1096 -198 1694 0
1373 -806 2834 -1134 0
547 163 1940 -2788 0
-4106 -2279 4227 1578 0
583 -1489 2714 -4313 0
3819 1083 303 3928 0
-1177 2764 183 3463 0
-2042 734 -386 -1693 0
907 2047 -3852 -1714 0
3731 -3043 -4047 3481 0
-4230 2976 -4387 2734 0
-3849 -3181 276 2324 0
-1271 2829 -2272 943 0
-41 -4153 1237 2917 0
1879 -1723 -1207 -2062 0
25 4283 4244 981 0
1340 3579 4290 -4074 0
2308 -1719 604 -520 0
-1109 -3468 -2240 -2835 0
-2912 2934 3039 386 0
-3158 140 4383 -3233 0
-1564 -3908 2549 -2051 0
-959 -4243 -1888 -2142 0
2702 4354 3203 -2852 0
3333 -869 -1224 -332 0
-1306 535 1112 157 0
134 4097 1181 1805 0
-2108 2136 1682 -579 0
888 2392 1395 4025 0
1383 4161 3673 1576 0
913 655 1000 2888 0
3799 1758 -424 -670 0
-4349 -316 2480 1819 0
-217 19 3024 -908 0
-2331 985 2233 -2492 0
-1527 270 -2053 -2856 0
-2659 2898 3689 1091 0
2854 2393 2912 3041 0
-1033 245 -1972 -4254 0
240 4265 -332 -1727 0
1894 2824 4262 3069 0
-758 -2514 -467 -3486 0
1977 1054 -3319 418 0
3406 883 -4285 3862 0
-996 -3759 -2876 -464 0
178 -3045 -2136 -2547 0
-4252 4138 656 3129 0
2848 615 3811 -2494 0
1066 -1531 1601 -3511 0
4344 -3115 -3633 143 0
205 972 2705 2429 0
-1630 -502 2837 -4069 0
-2192 -3992 -3331 -2317 0
-3344 -623 -2201 56 0
2296 -251 -3966 -2443 0
956 -3190 4368 -3221 0
-3873 -3373 1345 -2574 0
-2866 1803 4285 -1565 0
3527 -4265 2174 3111 0
-79 1621 195 -2509 0
-3895 2953 -4307 2478 0
-3059 -2840 -2346 -3011 0
-2555 -1296 3533 -2839 0
-2095 -1473 1970 -4206 0
-2432 -3795 -674 -3042 0
-3941 3476 592 -2811 0
-3662 -3335 1551 -1436 0
-1999 -328 3315 -101 0
2870 -542 1318 2086 0
-2509 -41 40 1224 0
-1674 2388 -719 -3599 0
-389 1626 600 2049 0
2247 2287 -944 1910 0
-2144 3698 3796 -783 0
3594 -4339 2487 1109 0
872 1077 -2588 1700 0
2276 1306 2664 1288 0
1741 -79 3989 -3709 0
-2378 -2125 2755 -94 0
476 -3576 1157 -3123 0
2947 2778 -2028 -2288 0
3066 3899 -2147 -2984 0
4329 2255 950 1218 0
3104 -4351 1537 798 0
1942 -2954 -378 -2880 0
-2878 3557 -85 2701 0
-3355 -3463 2081 3329 0
-1495 -3065 2182 -215 0
-166 1473 -2600 -3146 0
1213 2010 -893 -909 0
3632 -3413 3295 -557 0
-3938 -2855 -3856 -1085 0
-1600 2468 -3379 -2265 0
-2319 -1614 4045 -425 0
2451 -1954 2886 -2377 0
2240 -2565 -3111 -2640 0
-4045 2427 2086 2951 0
2382 -1631 -731 3111 0
-2270 3391 -3039 125 0
3576 1949 2928 -2640 0
-2476 -3967 781 542 0
-2605 -2614 -1252 -731 0
2665 -4299 -2975 -555 0
2691 -3618 962 2061 0
3678 -931 -1608 2172 0
-2667 -3276 178 2288 0
4275 -1628 -3434 -3195 0
-2204 2941 -3076 2969 0
1013 -1267 -693 -1275 0
3108 4353 4025 -260 0
-1607 2120 -2411 -3024 0
1361 2066 -2221 -256 0
-559 4275 -3520 -3440 0
1769 3433 1313 -673 0
-2582 2409 3495 -711 0
780 -580 3340 -713 0
-64 1143 -3196 3272 0
4038 -3104 -3304 1365 0
-656 4241 262 -2530 0
4208 57 -2406 -2268 0
-2615 -2277 -502 78 0
1676 2911 -1241 69 0
882 2563 -2308 -3188 0
-3024 -2270 -1732 680 0
863 2265 -3962 690 0
-3839 2779 805 1631 0
-2162 -1712 3618 719 0
-2981 -4024 -120 1754 0
-4290 4258 -3276 1312 0
1828 1849 -4155 1219 0
-3778 -2359 3043 3701 0
1747 3597 2515 -1071 0
1288 1153 3829 763 0
298 292 -2286 3101 0
-891 561 -207 95 0
-1730 2800 4006 4011 0
2833 -36 -2527 -1098 0
-1764 -1344 -2263 -2296 0
-1959 1771 2619 1997 0
-1126 983 2379 296 0
1896 547 -3508 3444 0
457 1221 -1201 -1195 0
3837 1910 659 -1240 0
-2094 3540 2400 1916 0
654 -342 -164 2266 0
2277 -3293 3344 324 0
612 -1647 3230 1151 0
1960 2946 597 -2887 0
-1115 241 -2833 3666 0
-3433 4037 -1982 3964 0
-478 3821 -3490 -753 0
543 1912 80 3145 0
-573 3657 -4363 432 0
2159 2910 358 -698 0
2403 1162 -582 -913 0
4362 502 1681 -1787 0
2509 3877 -1865 -2642 0
-3981 -2344 3657 2908 0
537 -876 -1140 -1462 0
-315 -2381 3591 2026 0
-2636 -1714 2938 2100 0
-2232 -3623 -1948 3233 0
3541 1328 152 -4273 0
584 -1953 3219 2821 0
-1949 1269 -3542 3346 0
2533 1380 502 -4086 0
1643 1946 1793 2846 0
772 3534 -4004 -1620 0
3500 3062 2219 2065 0
-4111 2106 -553 993 0
-2048 -2717 3134 1131 0
-3851 -1553 1256 1923 0
697 -2031 8 -2893 0
-969 3671 3547 1395 0
2232 -4176 -527 -1729 0
-546 2026 2446 -908 0
3920 -2792 788 1004 0
-1987 366 2551 -2794 0
-758 -3247 4274 -1308 0
327 1828 973 2899 0
1972 3052 -2427 2196 0
-1517 3779 2280 -4210 0
-3732 10 -2105 -2302 0
-3173 -1539 986 1921 0
1861 2675 2035 -2961 0
3768 123 -3997 -3539 0
-2247 -1364 3505 2678 0
1619 -1365 -532 -2749 0
-3763 3307 -1208 -3308 0
-2725 -1839 -3550 2713 0
-3806 3346 -2174 -161 0
-4218 -3507 -3170 2579 0
-4019 -120 -378 1956 0
4324 2840 3940 3185 0
-1199 -2639 2035 -468 0
1934 -881 87 3896 0
-1710 -1602 925 219 0
1791 786 -4232 1441 0
-2386 -1747 1083 597 0
-2400 -3496 -3105 2665 0
-2966 2660 -5 1726 0
-1855 -2344 -1680 2516 0
2140 1738 24 874 0
-896 -51 -828 -715 0
-2867 -10 704 3153 0
-3919 1923 -1411 2833 0
4092 1765 3886 3987 0
-3151 -270 -869 -1446 0
-2829 1638 3485 -1438 0
-2860 -3751 -1182 -439 0
-1981 3653 3009 -3153 0
-3324 4374 -2318 -2242 0
788 -545 2558 -3992 0
-126 -413 -1865 947 0
967 3049 -3868 -3961 0
-378 752 -899 3532 0
-1459 -4042 2507 3364 0
2262 1869 -1713 -2381 0
2921 2738 -2061 3937 0
3336 3490 1264 3273 0
1038 -77 -2867 -1795 0
-2673 3825 3986 1755 0
-1364 -2946 -740 1983 0
-2146 -893 3542 2914 0
-1319 -937 335 3371 0
-372 -3829 -3419 -3623 0
3073 -440 -2574 2941 0
-187 3199 1750 728 0
3149 3812 1711 1936 0
-515 -3982 3862 2376 0
-2465 2873 -1838 1544 0
-3752 -266 -2135 -2291 0
721 2091 1861 3311 0
-2420 -4079 3310 -1292 0
-4154 -3166 -1036 3270 0
2595 483 854 4139 0
-2859 -2782 1811 1423 0
3798 2798 -2311 3269 0
2152 -4355 -961 -1921 0
2596 98 4383 -366 0
-3704 -3293 3305 -3546 0
1311 1259 -122 -961 0
-930 1600 -316 1373 0
-2096 -430 -2912 -4011 0
2865 -3062 -3016 4029 0
-582 4012 -2926 -4060 0
3339 -851 -910 -117 0
1944 3390 -2790 -466 0
-533 169 -2783 -864 0
640 -1945 3434 -4076 0
2490 595 -2561 1742 0
-3944 3019 -515 550 0
-152 2860 1859 2137 0
2673 3583 -2377 3575 0
-4390 -4174 -1685 -395 0
-4054 1011 -19 -2160 0
311 3457 542 -3766 0
-3405 -1226 641 -2701 0
2797 3151 -3599 -474 0
1839 934 -785 213 0
2339 3652 438 -3207 0
1310 -3855 -2255 -155 0
1778 -3939 765 2029 0
-2961 2371 3661 -1627 0
-1955 -265 -2027 -2806 0
-3750 1822 329 -1109 0
-4024 1332 -1707 -3573 0
-2836 1973 -2763 3121 0
1262 -3808 404 2838 0
-188 -1251 -1217 -4035 0
-3098 -3712 -1601 4294 0
-1539 382 811 -201 0
-3918 -1587 -1954 -2813 0
3405 -2532 -404 167 0
-1200 2940 -4295 -3907 0
-1595 2099 -3440 4340 0
-4103 61 4085 52 0
-3711 2034 2869 4015 0
-2305 2354 1519 -4183 0
-1622 -3928 1587 -2893 0
-758 -4334 -2028 2637 0
-1226 1067 823 -1536 0
1533 -3246 -582 318 0
769 -2331 -4066 -3476 0
1727 -2240 2993 -1252 0
1383 -2146 2205 -1042 0
4189 -4111 1142 999 0
3244 3685 2964 -3408 0
2479 -2282 20 -3743 0
-2593 2223 4049 -3518 0
-513 -1049 1787 2585 0
-1222 252 1562 396 0
3503 -385 -2457 -2923 0
2177 4308 -934 4082 0
3432 2316 2517 -1268 0
-316 3068 2450 -335 0
-1169 -2882 -3094 485 0
-3932 3944 3690 -3446 0
1356 -3586 3367 2528 0
2070 -3458 2785 -1913 0
1975 -750 571 -1711 0
1938 3166 -2321 -3681 0
-1133 1117 -2130 1479 0
-1023 205 -1822 -484 0
1696 -3093 3417 2003 0
2652 1398 -1935 -706 0
-2384 3862 2126 1451 0
2151 -255 -1485 -2689 0
-53 3654 82 -139 0
3926 1426 2013 1930 0
-2789 2235 1616 4232 0
-2422 -3676 3246 -1929 0
-1920 -794 824 1943 0
1399 -1578 -3049 -334 0
163 -2460 3005 -2134 0
4236 -364 -3988 689 0
2070 2693 -792 -612 0
-3884 2076 -4367 -2338 0
4119 -4281 1468 -1520 0
736 -3537 3955 -28 0
-2838 -1063 2090 2908 0
3613 -3674 -1699 1395 0
-1303 3213 2902 3237 0
1403 -262 -2475 -2513 0
-3869 -2726 1591 -2881 0
-2518 3103 -2550 -3134 0
2798 2398 -902 -4286 0
2621 -3299 636 3513 0
-456 -1164 -180 4105 0
-2813 1501 4400 -1022 0
-3780 -2176 -2922 -1859 0
-596 -2174 -3616 -3695 0
-3370 -85 -3061 2271 0
3726 -623 -1326 -1496 0
3668 295 1869 -2613 0
-1359 623 2949 -1391 0
1575 -2401 3583 -3550 0
3835 -880 1594 3950 0
3450 130 -951 238 0
-598 740 -3258 -868 0
-229 2060 -3246 1117 0
4205 -2588 -2750 -3072 0
633 1236 -2438 2105 0
-570 -1509 821 352 0
-315 2583 2630 -2276 0
3801 -2703 -2774 -1258 0
2247 2600 -2470 1094 0
546 2887 -3799 2022 0
-2986 3282 -2173 3836 0
-821 1379 1210 -1714 0
-496 -4012 1281 -1464 0
-419 -788 3018 -328 0
-1485 1942 -2730 -204 0
46 -4315 49 995 0
3754 -450 -386 -1915 0
2627 -118 -1628 2799 0
-1371 120 540 -967 0
-3896 -1765 -4280 305 0
-1387 -2938 158 -353 0
2542 -2568 -1733 -2551 0
3932 -887 2175 2651 0
-3906 -549 -2813 -251 0
-3544 -338 -527 1400 0
-692 2316 4080 -2503 0
41 -1743 158 2331 0
-1787 2460 117 3854 0
1203 3689 1284 750 0
661 -227 2133 -3419 0
-2364 -1871 -601 -1396 0
-2158 -373 2356 -3089 0
-766 3104 1436 4129 0
-1717 1213 1521 3164 0
-1053 -2164 -3980 4375 0
-3385 1059 -3560 -1429 0
-3786 3414 -3502 -1421 0
180 2426 -2596 49 0
-2554 -2207 3623 3603 0
312 -1916 2182 2419 0
-1237 3846 3344 -742 0
866 -2809 -1463 -2766 0
-3736 1669 2796 3987 0
223 2018 -4370 984 0
-3096 3311 -384 1081 0
2178 -3404 838 -4218 0
-3942 1244 884 -3346 0
420 -586 -4141 -249 0
640 3699 2535 696 0
1376 -3062 -1540 1092 0
-1082 -1772 3653 514 0
-2651 101 3360 1395 0
-3960 -1216 53 -637 0
3927 3424 3456 670 0
3524 3223 -3408 1597 0
846 -2063 3919 -1077 0
-3130 2079 -4198 -3585 0
217 256 4018 -2421 0
4361 930 -1238 1903 0
2380 -3988 935 -1805 0
-1580 -824 -2922 237 0
-4228 4394 -2495 1471 0
2043 -1127 -729 -2167 0
3277 -1709 -3678 3260 0
4296 2153 -3643 2293 0
3564 -1976 2974 -2859 0
-1858 -4356 -2459 1687 0
-3727 -2008 -4197 3614 0
-2453 3930 1099 -571 0
-1850 -1994 170 -1616 0
1354 3331 -65 -1444 0
-3392 -3868 2839 2573 0
1720 -3987 -665 -825 0
3001 2267 3882 1010 0
-2533 244 4049 1714 0
-2309 4082 -1923 -3295 0
-3164 2192 2577 2919 0
-476 649 3277 3742 0
1517 -4120 2940 -2627 0
-938 534 536 225 0
1027 -2760 1817 -1494 0
369 -3262 3108 -1124 0
-4310 2137 538 -1481 0
-1313 1648 -212 -1500 0
-2599 2086 1300 -708 0
308 2262 -2416 -1650 0
-3192 2530 -2982 -3953 0
1239 2821 -313 -1992 0
-978 1405 -1844 -1934 0
1184 -250 4134 4043 0
776 4137 12 3273 0
-1413 3142 3080 -2560 0
1888 -2575 -1794 4363 0
1089 -1292 -883 3127 0
-2261 2127 1273 -1272 0
1414 4078 3732 -1061 0
-2096 4066 -3529 575 0
-2767 -763 453 232 0
-4324 2108 28 -3700 0
-3683 740 -4301 -3193 0
1822 -2974 -3920 624 0
1253 -1554 -788 1096 0
-3020 2400 3249 -954 0
3241 3813 -3590 3437 0
-2201 1563 1295 614 0
-3634 3164 487 -2433 0
2359 1255 -839 -4305 0
-826 3075 -1589 -912 0
-859 2954 -1306 -1533 0
1290 2441 -2727 -3296 0
-2074 -3856 3008 -3395 0
-2546 2889 4054 -2110 0
3890 -3170 3466 2539 0
-1432 -2808 168 -3481 0
1545 1189 -2905 828 0
-3194 -3478 2645 211 0
-1623 -1261 348 -282 0
676 2101 -1214 1705 0
-1943 3104 -3977 3506 0
-538 -2098 -384 -3200 0
723 3674 3251 -1964 0
-4399 316 -1902 1640 0
3566 -3423 322 -911 0
1233 -2436 -1687 -3036 0
-3531 -183 2418 539 0
2470 -1433 1957 -2145 0
559 867 1223 1540 0
-3106 -4203 -3873 1115 0
1397 3788 -770 4208 0
-962 1039 -801 4056 0
1756 -3043 1877 3581 0
3328 -3105 2820 -582 0
-2399 -3333 199 3251 0
4209 -2394 196 -341 0
1004 -3675 2381 -3404 0
1645 2260 -2215 -3803 0
-507 -2323 1261 -2281 0
-174 830 2336 2054 0
336 -838 309 -4031 0
-1087 1856 698 1319 0
-3184 2159 30 3192 0
499 -415 421 -29 0
-1292 2628 -1230 -1339 0
1866 -510 -4165 -3826 0
4344 -3189 3878 -1605 0
-3972 604 -3369 -2034 0
754 2570 -858 -2800 0
4232 414 2026 -3992 0
2554 1361 -237 -1437 0
3624 117 895 -1367 0
-4323 -3850 -238 2297 0
4300 -4258 -3167 493 0
1725 385 1512 -2814 0
623 -3402 -3800 -1160 0
-606 3041 2535 -2316 0
1891 418 4084 1127 0
-2220 -1587 -2253 4360 0
1518 4301 -4308 1744 0
156 847 -604 -1938 0
4143 -2434 1895 118 0
-588 -2402 -4041 -883 0
-1708 -2674 1165 -3132 0
2994 1781 -128 -2143 0
1380 3440 -2732 -4017 0
2792 -4044 1608 -4260 0
-1822 2826 926 899 0
-2229 4177 1006 -3830 0
-1475 1342 -1460 935 0
-3026 -3707 316 -2292 0
1812 4228 3941 3276 0
-2299 -492 1146 -691 0
2011 -2319 -3858 3901 0
-798 -1177 3565 -4089 0
-3731 3612 -1093 -984 0
-1861 629 -3563 -2036 0
-1196 -1248 -2100 1467 0
-1774 134 2326 -3619 0
-3193 -942 3477 2718 0
1659 -1219 1738 698 0
2260 -1787 -712 396 0
207 4312 2534 2691 0
3613 2203 -3626 295 0
2985 -1074 -1650 -583 0
-1699 -3937 3911 -3512 0
4269 3804 1726 3876 0
-2479 3438 2497 1971 0
721 1978 1684 -1452 0
-3029 2638 -2289 -2229 0
2015 -76 4030 3569 0
417 3515 3579 3001 0
4314 -1829 -1572 -3804 0
3142 -3156 -3699 -3972 0
2700 -4226 4074 -1351 0
-2871 870 3480 -1529 0
-4339 -4028 3273 -2553 0
48 -1280 -1739 374 0
3836 -2282 1219 -618 0
-3432 -1794 -177 -1174 0
3119 1688 3213 2350 0
1684 -4309 2748 204 0
-1855 3061 2027 -839 0
-4225 3712 -995 -2803 0
1684 3140 3723 -4217 0
-1657 -969 -3527 972 0
-3594 966 -2362 -1159 0
-1686 1244 -4333 462 0
45 -3035 3967 1687 0
681 -4185 -1048 -1424 0
-1924 459 -148 2379 0
-1536 -2175 1804 -1070 0
-1446 443 -935 -2963 0
2721 -1311 1157 -3482 0
582 -457 4224 1332 0
3575 1180 -1371 -1236 0
-4068 -2179 -1644 -3231 0
113 -3680 1134 3732 0
-1145 1159 2930 -1045 0
4235 -1336 4124 -3613 0
-476 2953 742 909 0
1885 1563 341 -3022 0
-2818 -2068 315 2541 0
458 2435 -139 1494 0
-3494 1755 -3630 -1330 0
2768 1495 3773 -756 0
-366 -488 2162 1131 0
3464 1222 1739 -573 0
1943 -2629 -4292 3898 0
-2101 1940 89 -2336 0
-3225 3000 -1373 -1337 0
1028 -1011 2334 -271 0
-261 1954 1404 918 0
-663 3836 1678 -1632 0
-3549 3369 1522 701 0
-3838 2886 1192 -321 0
-2691 1880 -3829 588 0
3120 225 3074 3164 0
-1029 2035 -86 -442 0
2079 -3914 3570 -1184 0
1099 -283 705 -1012 0
-3572 358 -523 -1003 0
-393 -519 -1765 2944 0
2988 -3072 4343 925 0
-2259 4044 -1073 -742 0
-2561 -3109 572 -2099 0
1105 -1521 -3624 3769 0
1126 -1114 4314 4114 0
-1944 371 3542 2714 0
2786 3241 3457 -967 0
2570 -173 -3232 2498 0
-2731 -2873 -3053 -431 0
-422 -2327 60 -2088 0
3807 -3234 2311 1173 0
1575 -277 1442 -4087 0
50 4075 391 2155 0
-4255 2981 3430 2254 0
3389 757 4046 2218 0
-2650 4025 -1741 971 0
-2780 -1006 -681 1124 0
2129 -1594 -3478 -2001 0
-2327 -3194 2785 -1301 0
-2112 -1088 -255 4249 0
2974 -3334 806 3249 0
1559 -3263 -748 -3240 0
-4018 3837 3842 4287 0
-528 2822 -3586 -679 0
1221 1007 2177 -4216 0
3035 2028 1939 2490 0
-827 -997 728 -363 0
-397 1079 57 -192 0
-368 60 3245 2390 0
-2267 656 3994 -2535 0
-1357 -1856 -3630 -4058 0
-2853 4359 -529 1610 0
149 1674 -2159 199 0
615 3605 -4167 -2824 0
-2851 1665 -940 -801 0
185 -3728 -417 2522 0
3767 -1336 -2813 -2320 0
-1301 -2365 200 2259 0
-3192 -2041 -3509 2470 0
-582 -1458 1767 -2651 0
-450 -1828 -4044 1164 0
-1840 -4083 -2444 -4168 0
-303 -1331 -3589 -3837 0
-2458 3903 1421 3814 0
-2186 -2055 2613 2572 0
1492 -403 1692 -4136 0
-4086 -2805 3633 1776 0
4020 1037 594 1892 0
91 -2664 2605 2351 0
2182 -505 2378 -2816 0
-1346 2612 3948 76 0
-2988 2993 -1673 698 0
-3073 -318 4094 4058 0
-4389 -3762 4056 -3337 0
1603 1539 -30 2463 0
-5 -1182 3158 -4260 0
3821 1577 3220 -3919 0
-2960 -1029 2493 701 0
1141 -2268 585 842 0
-2817 4337 -1244 -2732 0
-1088 -32 4320 -3377 0
1442 2348 -891 1919 0
2347 -1981 2773 2562 0
1893 89 4 1331 0
-2860 3837 2477 2979 0
-2657 4379 -717 3133 0
993 -4248 1268 -3421 0
-133 4260 -1298 -721 0
-1402 -643 3291 2212 0
-1651 -2749 22 3495 0
2203 3550 4167 519 0
929 -3673 -505 -948 0
-445 4168 847 4036 0
3835 1491 1763 -3154 0
2518 902 1370 130 0
2848 -2263 3763 -1331 0
1720 3571 -2823 2998 0
4289 1178 -1110 -2280 0
-1630 -1215 3890 2280 0
110 -1324 -2803 -2278 0
1413 2917 3224 -1939 0
-3934 -994 1776 688 0
-3564 3911 4155 -998 0
1391 1308 -1919 3908 0
2931 -3811 -1696 65 0
-1389 1956 3350 -915 0
4070 -2815 50 -164 0
1421 4004 -3508 1966 0
-1218 -3939 -3103 -2096 0
-4289 1959 -1860 2359 0
-2202 -4161 189 828 0
-271 -2623 1901 -2310 0
-2189 -3673 3334 -482 0
137 4195 -2700 -1261 0
-693 4044 3941 557 0
936 -1912 -1618 -4110 0
240 -947 2049 -3800 0
2887 1275 -1236 -348 0
4199 1590 -807 -1428 0
-535 1226 1288 113 0
4099 -4306 -721 -121 0
-357 -2508 -248 190 0
-3392 3398 515 -1407 0
-3264 602 3647 -1487 0
3681 -2098 -1757 -2855 0
-2952 -1403 -826 -4317 0
4222 3028 570 961 0
-4013 -488 -3311 3778 0
90 249 -2268 -2391 0
1927 -396 -2288 2377 0
2366 -2472 79 -2279 0
-3189 -374 15 -377 0
-910 494 -2813 -2844 0
2522 3296 -3460 2913 0
4300 -1254 -609 967 0
3017 -1303 -3582 249 0
571 -3170 1033 -3282 0
-4241 823 -10 364 0
-822 -4031 3163 2133 0
-3088 -1968 707 3015 0
7 1984 -1502 -530 0
417 -833 -3566 -582 0
1997 1396 -1172 -3999 0
-2834 571 997 -3517 0
-3796 1288 -3883 2059 0
-439 1758 817 -4154 0
-2945 1340 -27 3130 0
-4386 -988 -1591 3107 0
-2356 -696 -1307 -384 0
854 -1856 -1714 -2811 0
832 -1674 1603 3314 0
-809 547 -586 -1792 0
-1470 -3464 191 -2618 0
-4235 793 -1694 739 0
-2169 1180 -295 -1120 0
-1565 -35 242 14 0
-2615 -972 497 -1011 0
897 -1006 3121 1743 0
-3566 3070 79 -1346 0
2666 1160 967 3489 0
1790 3942 788 -1549 0
2758 3582 3849 1108 0
587 -1935 -3310 1861 0
-2730 -2632 -2346 -1163 0
-3665 -3935 1671 3361 0
1478 1313 -4014 1841 0
2692 220 239 3331 0
-391 3390 -3599 -4112 0
3915 -4009 3394 140 0
-533 3425 1550 4056 0
-1260 2787 -1216 -2320 0
852 -718 1178 -3857 0
-2114 3959 -1711 -2052 0
676 1063 3651 -266 0
-316 3244 -2843 -2528 0
3339 340 -1174 -1140 0
-3604 3494 19 4125 0
432 -2377 421 621 0
-3572 -3738 -2172 2303 0
-3560 -2077 900 -1416 0
2490 1788 -1159 2516 0
-2458 2857 899 -554 0
859 -349 3851 -434 0
-2206 -4000 3186 -3764 0
-2770 3188 1605 3400 0
1246 -2626 3057 1889 0
649 4145 -4124 1297 0
-2712 1184 3468 243 0
1930 4109 -2687 1360 0
262 -270 3902 -1554 0
266 -2867 -1847 1379 0
-188 442 -2870 929 0
383 2794 -3792 -3448 0
590 -581 2523 -2706 0
-193 -2393 812 222 0
-3534 -4139 -1744 -2218 0
3458 -2351 -745 -1401 0
-3806 -2257 2067 -3813 0
2682 1272 3945 624 0
3561 -1047 773 -4195 0
414 -1512 344 1627 0
-4082 2905 -3830 -1333 0
-2133 -3692 -765 3678 0
-872 -3674 759 4243 0
3533 -657 -3558 3328 0
-2259 -3329 -420 -1211 0
2548 3598 3722 3127 0
1610 -370 2698 -1218 0
3942 554 3342 -525 0
866 3294 -602 2922 0
2465 201 -2642 -263 0
-1241 -2703 -695 4291 0
2955 -24 52 -4161 0
-2696 52 -328 4043 0
967 -441 -1717 -4345 0
-3245 149 -764 -1495 0
3381 3097 -241 -1817 0
-2187 2024 -3110 -2229 0
-1791 3176 431 -4067 0
3766 3297 -2684 -3026 0
-3521 -3480 -3892 -3281 0
1271 1794 -1714 2850 0
2696 -2556 2461 -945 0
4369 1610 1540 -3148 0
-2478 4384 2331 1770 0
-2406 1190 3948 711 0
-3649 -3087 -2870 2740 0
3219 390 -978 -4028 0
1067 103 -4381 -4071 0
-2128 -47 -2372 2957 0
3529 -808 -3024 1371 0
-1977 731 -228 1952 0
1260 -1925 2108 3026 0
3213 -1059 -2228 -519 0
-397 -60 -168 3694 0
2550 2592 -1715 -3989 0
-1060 -445 1030 -871 0
1562 -4050 4347 -2882 0
-649 -1584 1985 -3311 0
-3081 704 -4051 -3473 0
-464 -987 -2659 1939 0
485 -2778 -3649 -2964 0
-1417 1568 655 4159 0
-507 -4378 4191 -4110 0
-2095 1457 -759 -1001 0
34 4347 -2226 -1751 0
-1411 3541 -833 2281 0
-205 -2223 1153 -16 0
3567 2917 3304 -2695 0
-4155 -3742 -2199 548 0
-23 343 -2104 -1601 0
1980 4181 -4172 4075 0
1947 -3112 3687 -979 0
1252 3865 -2452 1998 0
3171 -1754 3586 920 0
-1984 -861 -2635 -220 0
1830 -348 447 301 0
-3414 4104 -3798 -1441 0
-1518 -1186 2404 -699 0
-1129 4120 1531 4296 0
-344 -161 -4074 -2123 0
104 -188 1272 -978 0
1636 1576 -1087 -425 0
-866 3142 267 -3528 0
442 -2507 2996 3243 0
-3075 -4182 -461 3968 0
-4055 -4284 1400 2255 0
109 3805 -701 -365 0
2958 3772 233 -3284 0
2113 -359 -2151 -1809 0
412 2067 2786 4070 0
-797 2359 -2316 -1602 0
-2327 1770 2214 597 0
-142 -2585 -3879 3243 0
3350 -445 -779 -2396 0
-2699 -846 -1238 627 0
2673 -4094 1666 -717 0
451 -2919 -438 4050 0
-1800 -3057 -1590 -3962 0
2289 1335 2257 1067 0
1371 -4029 -2493 2992 0
3858 1779 2327 1244 0
254 -3341 -3560 -186 0
-1686 493 2344 -825 0
-534 3949 -806 -2501 0
-66 451 -1144 1134 0
-1984 4114 3607 3681 0
366 -1947 -2793 1851 0
580 2047 -627 2401 0
-756 1228 3624 -1859 0
-222 -4342 -1178 -1625 0
1994 -2551 3377 -3032 0
-887 -984 -970 1255 0
-1700 851 1125 1310 0
3849 -578 119 -1830 0
2640 1271 -1855 334 0
2107 -672 33 3892 0
-2106 2255 610 -2647 0
2075 2503 4298 1929 0
3264 2908 4084 -1446 0
376 2520 2553 -2490 0
188 -2276 -579 -3128 0
-94 1450 482 -406 0
-1385 -2155 -2992 -4035 0
-3562 955 2528 140 0
2892 418 -4223 -2041 0
3836 945 -4058 1535 0
2849 -1943 -417 730 0
1574 3401 4204 -2231 0
-4007 -1905 266 261 0
-1891 1120 -835 -4171 0
-1361 -1238 -4264 4110 0
